age,sex,race,educd,stateicp,classwkrd,wkswork1,inctot,treatment
42,male,white,regular high school diploma,oregon,"wage/salary, private",52,71000,0
33,male,white,regular high school diploma,oregon,"wage/salary, private",52,20000,0
38,male,white,professional degree beyond a bachelor's degree,oregon,"self-employed, not incorporated",48,311500,0
52,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,60000,1
53,male,white,bachelor's degree,oregon,"self-employed, not incorporated",52,310000,0
27,male,white,regular high school diploma,oregon,federal govt employee,52,50000,0
53,female,white,regular high school diploma,oregon,local govt employee,52,30000,1
41,female,white,"associate's degree, type not specified",oregon,"wage/salary, private",30,4170,1
37,male,white,ged or alternative credential,oregon,"wage/salary, private",52,18000,0
39,female,"other race, nec",regular high school diploma,oregon,"wage/salary, private",26,9900,1
64,male,white,grade 11,oregon,"self-employed, not incorporated",44,3900,0
29,male,two major races,regular high school diploma,oregon,"wage/salary, private",48,40000,0
27,male,two major races,ged or alternative credential,oregon,"wage/salary, private",40,24000,0
53,female,american indian or alaska native,regular high school diploma,oregon,state govt employee,52,44000,1
29,female,two major races,"some college, but less than 1 year",oregon,"wage/salary, private",52,12000,1
31,female,white,"associate's degree, type not specified",oregon,"wage/salary, private",52,28000,1
35,male,white,bachelor's degree,oregon,"wage/salary, private",52,28000,0
46,female,white,ged or alternative credential,oregon,"wage/salary, private",52,30000,1
23,male,white,"associate's degree, type not specified",oregon,"wage/salary, private",52,30000,0
22,male,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,30000,0
21,female,white,regular high school diploma,oregon,"wage/salary, private",52,30000,1
26,female,white,bachelor's degree,oregon,"wage/salary, private",5,500,1
34,male,white,"some college, but less than 1 year",oregon,"wage/salary, private",52,22000,0
63,male,white,regular high school diploma,oregon,"wage/salary, private",52,67000,0
62,female,white,bachelor's degree,oregon,"wage/salary, private",52,65000,1
61,male,white,bachelor's degree,oregon,"wage/salary, private",52,414100,0
45,male,white,regular high school diploma,oregon,"wage/salary, private",52,38000,0
65,female,white,"1 or more years of college credit, no degree",oregon,state govt employee,52,18000,1
51,male,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,24300,0
33,male,white,regular high school diploma,oregon,"wage/salary, private",52,24000,0
30,female,white,regular high school diploma,oregon,"wage/salary, private",52,19000,1
54,male,white,"1 or more years of college credit, no degree",oregon,"self-employed, not incorporated",52,5000,0
64,female,white,"some college, but less than 1 year",oregon,"wage/salary, private",48,52000,1
65,female,white,"1 or more years of college credit, no degree",oregon,federal govt employee,52,21920,1
29,male,white,doctoral degree,oregon,"wage/salary, private",52,139000,0
52,male,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,48000,0
48,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",48,40000,1
24,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,20000,1
20,male,white,regular high school diploma,oregon,"wage/salary, private",52,35000,0
39,female,japanese,bachelor's degree,oregon,"wage/salary, private",52,40790,1
39,male,white,"associate's degree, type not specified",oregon,"wage/salary, private",52,33000,0
28,male,white,regular high school diploma,oregon,"wage/salary, private",52,22400,0
25,female,white,regular high school diploma,oregon,"wage/salary, private",52,31300,1
55,male,white,regular high school diploma,oregon,"wage/salary, private",52,80000,0
49,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,45000,1
50,male,white,"1 or more years of college credit, no degree",oregon,"self-employed, incorporated",52,135000,0
51,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",42,12000,1
22,male,white,"some college, but less than 1 year",oregon,"wage/salary, private",10,1200,0
61,male,white,regular high school diploma,oregon,federal govt employee,52,112190,0
30,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",35,9000,1
26,female,white,professional degree beyond a bachelor's degree,oregon,local govt employee,40,17900,1
42,female,white,bachelor's degree,oregon,wage/salary at non-profit,52,65000,1
26,male,white,regular high school diploma,oregon,"wage/salary, private",52,47300,0
19,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,20000,1
20,male,white,regular high school diploma,oregon,"wage/salary, private",48,10000,0
68,female,white,regular high school diploma,oregon,wage/salary at non-profit,52,30100,1
34,male,white,regular high school diploma,oregon,"wage/salary, private",52,30000,0
32,female,white,regular high school diploma,oregon,wage/salary at non-profit,52,12000,1
54,male,white,"some college, but less than 1 year",oregon,wage/salary at non-profit,52,31000,0
47,female,white,bachelor's degree,oregon,local govt employee,43,37000,1
49,male,white,master's degree,oregon,wage/salary at non-profit,52,60000,0
21,female,white,"some college, but less than 1 year",oregon,"wage/salary, private",52,17000,1
22,male,"other race, nec",regular high school diploma,oregon,"wage/salary, private",52,12910,0
33,female,american indian or alaska native,"associate's degree, type not specified",oregon,local govt employee,40,22900,1
33,male,american indian or alaska native,bachelor's degree,oregon,"wage/salary, private",42,20000,0
56,male,white,regular high school diploma,oregon,"wage/salary, private",52,50000,0
39,male,white,bachelor's degree,oregon,local govt employee,52,90000,0
24,male,"other race, nec",grade 10,oregon,"wage/salary, private",24,14000,0
18,male,"other race, nec","1 or more years of college credit, no degree",oregon,wage/salary at non-profit,52,2400,0
17,female,"other race, nec",grade 11,oregon,wage/salary at non-profit,52,4000,1
76,female,white,regular high school diploma,oregon,"wage/salary, private",52,37200,1
54,male,white,regular high school diploma,oregon,"wage/salary, private",52,24000,0
43,male,white,"associate's degree, type not specified",oregon,"wage/salary, private",52,80000,0
52,male,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,36000,0
47,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,69720,1
18,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",24,8000,1
77,female,white,master's degree,oregon,state govt employee,52,94200,1
37,male,white,"associate's degree, type not specified",oregon,"wage/salary, private",52,45000,0
39,female,white,master's degree,oregon,"wage/salary, private",52,62000,1
35,male,white,master's degree,oregon,federal govt employee,52,95000,0
40,female,white,bachelor's degree,oregon,"wage/salary, private",52,35200,1
34,male,white,master's degree,oregon,state govt employee,52,106000,0
31,male,two major races,bachelor's degree,oregon,"wage/salary, private",52,63000,0
47,female,chinese,bachelor's degree,oregon,state govt employee,52,31200,1
54,male,white,bachelor's degree,oregon,federal govt employee,52,49200,0
52,male,white,professional degree beyond a bachelor's degree,oregon,"self-employed, incorporated",48,414000,0
53,female,white,"some college, but less than 1 year",oregon,"wage/salary, private",52,113000,1
21,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,18000,1
19,female,white,"some college, but less than 1 year",oregon,"wage/salary, private",52,8000,1
29,male,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,15000,0
31,female,white,"1 or more years of college credit, no degree",oregon,state govt employee,52,20000,1
43,male,white,bachelor's degree,oregon,federal govt employee,52,77000,0
43,female,white,bachelor's degree,oregon,federal govt employee,52,73000,1
53,male,white,bachelor's degree,oregon,"wage/salary, private",52,150000,0
51,female,white,bachelor's degree,oregon,local govt employee,52,40000,1
53,male,white,bachelor's degree,oregon,"wage/salary, private",52,200000,0
38,male,white,bachelor's degree,oregon,"wage/salary, private",52,200000,0
54,female,white,bachelor's degree,oregon,"wage/salary, private",6,5000,1
44,male,two major races,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,89000,0
68,male,white,regular high school diploma,oregon,"wage/salary, private",52,80000,0
43,female,white,bachelor's degree,oregon,state govt employee,44,70000,1
46,male,black/african american/negro,bachelor's degree,oregon,"wage/salary, private",52,121000,0
77,female,white,master's degree,oregon,wage/salary at non-profit,52,39300,1
31,male,white,regular high school diploma,oregon,"wage/salary, private",52,9600,0
33,male,white,professional degree beyond a bachelor's degree,oregon,"self-employed, incorporated",4,250000,0
70,female,white,"associate's degree, type not specified",oregon,local govt employee,38,33100,1
70,male,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,47010,0
36,female,white,bachelor's degree,oregon,wage/salary at non-profit,52,99020,1
35,male,white,bachelor's degree,oregon,"self-employed, not incorporated",52,21800,0
52,female,white,bachelor's degree,oregon,local govt employee,40,18000,1
36,female,chinese,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,46000,1
35,male,white,"some college, but less than 1 year",oregon,wage/salary at non-profit,52,35000,0
41,female,white,professional degree beyond a bachelor's degree,oregon,local govt employee,52,58060,1
48,male,white,doctoral degree,oregon,state govt employee,52,148000,0
38,female,white,bachelor's degree,oregon,"wage/salary, private",48,46800,1
60,male,white,master's degree,oregon,wage/salary at non-profit,52,170020,0
21,female,three or more major races,"associate's degree, type not specified",oregon,"wage/salary, private",10,400,1
22,female,two major races,"1 or more years of college credit, no degree",oregon,"wage/salary, private",46,6000,1
20,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",25,2000,1
41,female,white,doctoral degree,oregon,state govt employee,52,108000,1
45,male,white,bachelor's degree,oregon,"wage/salary, private",52,53000,0
53,male,american indian or alaska native,"1 or more years of college credit, no degree",oregon,"self-employed, incorporated",52,40000,0
49,female,white,grade 10,oregon,"wage/salary, private",52,120000,1
61,male,white,"some college, but less than 1 year",oregon,local govt employee,52,50000,0
27,female,white,"some college, but less than 1 year",oregon,"wage/salary, private",52,48000,1
29,male,white,regular high school diploma,oregon,local govt employee,52,49000,0
70,female,white,regular high school diploma,oregon,"wage/salary, private",52,9000,1
33,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,17000,1
35,male,other asian or pacific islander,regular high school diploma,oregon,"wage/salary, private",52,47800,0
41,male,white,master's degree,oregon,wage/salary at non-profit,52,100000,0
58,male,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,103000,0
59,female,white,bachelor's degree,oregon,state govt employee,52,75000,1
30,female,white,master's degree,oregon,"wage/salary, private",52,68000,1
29,male,white,bachelor's degree,oregon,"wage/salary, private",52,90000,0
30,male,"other race, nec",bachelor's degree,oregon,"wage/salary, private",52,46000,0
32,female,"other race, nec",master's degree,oregon,local govt employee,52,65600,1
41,male,white,"some college, but less than 1 year",oregon,"wage/salary, private",51,27900,0
22,male,white,bachelor's degree,oregon,"wage/salary, private",20,28100,0
39,male,white,bachelor's degree,oregon,"wage/salary, private",52,448000,0
67,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,29200,1
68,male,white,bachelor's degree,oregon,"wage/salary, private",52,97000,0
64,male,white,master's degree,oregon,local govt employee,52,62500,0
63,female,white,bachelor's degree,oregon,"self-employed, incorporated",52,60000,1
38,female,white,bachelor's degree,oregon,wage/salary at non-profit,30,32500,1
36,male,white,ged or alternative credential,oregon,"wage/salary, private",52,10000,0
46,female,chinese,bachelor's degree,oregon,"self-employed, not incorporated",24,20000,1
53,female,white,"1 or more years of college credit, no degree",oregon,state govt employee,52,70000,1
65,male,white,doctoral degree,oregon,wage/salary at non-profit,26,27620,0
28,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",48,21000,1
30,male,white,"1 or more years of college credit, no degree",oregon,local govt employee,52,21500,0
57,male,white,no schooling completed,oregon,"self-employed, incorporated",52,78000,0
56,female,white,ged or alternative credential,oregon,"wage/salary, private",4,1200,1
41,female,other asian or pacific islander,bachelor's degree,oregon,"wage/salary, private",52,10000,1
38,male,other asian or pacific islander,"1 or more years of college credit, no degree",oregon,"self-employed, incorporated",52,115000,0
16,female,other asian or pacific islander,grade 10,oregon,"wage/salary, private",25,2000,1
63,female,other asian or pacific islander,master's degree,oregon,"wage/salary, private",52,414000,1
51,female,white,master's degree,oregon,state govt employee,52,60000,1
29,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,34000,1
30,male,white,regular high school diploma,oregon,"wage/salary, private",52,60000,0
43,female,white,bachelor's degree,oregon,"wage/salary, private",52,76000,1
21,male,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,10200,0
58,female,white,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,80040,1
64,male,white,"1 or more years of college credit, no degree",oregon,"self-employed, not incorporated",52,60000,0
37,female,two major races,"1 or more years of college credit, no degree",oregon,"wage/salary, private",52,48000,1
45,male,white,"some college, but less than 1 year",oregon,"wage/salary, private",52,48000,0
49,male,other asian or pacific islander,grade 9,oregon,"wage/salary, private",52,75000,0
35,female,other asian or pacific islander,grade 9,oregon,"wage/salary, private",52,72000,1
64,female,other asian or pacific islander,grade 3,oregon,"wage/salary, private",52,8000,1
51,female,white,"1 or more years of college credit, no degree",oregon,"self-employed, incorporated",52,29700,1
55,male,white,bachelor's degree,oregon,"self-employed, incorporated",52,250000,0
18,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",40,1300,1
18,male,two major races,"some college, but less than 1 year",pennsylvania,"wage/salary, private",18,28400,0
20,female,white,regular high school diploma,pennsylvania,"wage/salary, private",14,3900,1
52,female,white,"1 or more years of college credit, no degree",pennsylvania,wage/salary at non-profit,52,16000,1
20,male,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",52,10000,0
23,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",4,3000,1
23,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",4,3000,1
20,male,white,"1 or more years of college credit, no degree",pennsylvania,state govt employee,52,8200,0
20,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",4,11400,1
21,male,white,regular high school diploma,pennsylvania,"wage/salary, private",17,12300,0
48,male,black/african american/negro,grade 10,pennsylvania,"wage/salary, private",22,6800,0
45,male,black/african american/negro,ged or alternative credential,pennsylvania,state govt employee,52,18600,0
18,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",45,19600,1
19,male,white,"1 or more years of college credit, no degree",pennsylvania,state govt employee,4,8000,0
20,female,white,"1 or more years of college credit, no degree",pennsylvania,local govt employee,30,1000,1
53,male,black/african american/negro,regular high school diploma,pennsylvania,"wage/salary, private",16,7900,0
24,male,white,grade 11,pennsylvania,"wage/salary, private",20,10000,0
19,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",24,1800,1
33,female,white,ged or alternative credential,pennsylvania,wage/salary at non-profit,1,50,1
18,male,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",11,10320,0
18,male,white,regular high school diploma,pennsylvania,"wage/salary, private",1,5000,0
19,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",36,3300,1
59,male,american indian or alaska native,ged or alternative credential,pennsylvania,"wage/salary, private",52,5300,0
18,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,2500,1
19,female,white,regular high school diploma,pennsylvania,"wage/salary, private",24,1100,1
26,male,white,grade 3,pennsylvania,state govt employee,2,40,0
18,female,black/african american/negro,regular high school diploma,pennsylvania,"wage/salary, private",12,2500,1
20,female,white,regular high school diploma,pennsylvania,wage/salary at non-profit,4,16000,1
21,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,500,1
19,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",8,4520,1
19,male,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",7,1000,0
50,male,white,regular high school diploma,pennsylvania,"wage/salary, private",28,8000,0
22,male,black/african american/negro,regular high school diploma,pennsylvania,wage/salary at non-profit,35,7800,0
20,male,white,regular high school diploma,pennsylvania,wage/salary at non-profit,52,10000,0
19,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",12,3600,1
21,male,other asian or pacific islander,"1 or more years of college credit, no degree",pennsylvania,wage/salary at non-profit,4,1300,0
20,female,white,"1 or more years of college credit, no degree",pennsylvania,federal govt employee,30,4000,1
46,male,white,regular high school diploma,pennsylvania,"wage/salary, private",44,13000,0
19,male,white,regular high school diploma,pennsylvania,"wage/salary, private",18,1500,0
41,male,two major races,grade 9,pennsylvania,"wage/salary, private",5,2100,0
34,male,white,regular high school diploma,pennsylvania,"wage/salary, private",20,24000,0
20,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",49,39650,1
28,male,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",25,12000,0
18,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",13,1300,1
18,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",50,5000,1
20,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",1,100,0
23,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",1,8000,1
19,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",26,1800,1
21,male,white,regular high school diploma,pennsylvania,"wage/salary, private",48,1000,0
21,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",10,5000,0
19,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,10570,1
83,male,white,master's degree,pennsylvania,wage/salary at non-profit,52,97000,0
19,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",20,1500,1
20,male,white,"some college, but less than 1 year",pennsylvania,local govt employee,20,70000,0
21,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",20,20000,0
21,male,white,"1 or more years of college credit, no degree",pennsylvania,wage/salary at non-profit,4,1300,0
21,male,white,"1 or more years of college credit, no degree",pennsylvania,"self-employed, not incorporated",8,1200,0
37,female,white,"associate's degree, type not specified",pennsylvania,local govt employee,52,42600,1
53,male,white,master's degree,pennsylvania,local govt employee,38,101000,0
44,female,white,master's degree,pennsylvania,local govt employee,38,85000,1
45,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,60000,1
49,female,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,7900,1
30,male,white,no schooling completed,pennsylvania,"wage/salary, private",52,37000,0
57,female,white,master's degree,pennsylvania,wage/salary at non-profit,52,136000,1
41,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,37000,1
56,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,115000,0
38,female,white,master's degree,pennsylvania,wage/salary at non-profit,52,66000,1
38,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,29000,0
63,male,white,master's degree,pennsylvania,"wage/salary, private",52,155000,0
58,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,20000,1
49,male,black/african american/negro,"associate's degree, type not specified",pennsylvania,"wage/salary, private",49,84500,0
43,female,black/african american/negro,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,12500,1
67,male,other asian or pacific islander,professional degree beyond a bachelor's degree,pennsylvania,wage/salary at non-profit,52,507000,0
41,male,black/african american/negro,grade 10,pennsylvania,"self-employed, incorporated",52,27800,0
53,female,white,regular high school diploma,pennsylvania,local govt employee,42,22100,1
34,male,white,"associate's degree, type not specified",pennsylvania,"self-employed, not incorporated",25,3000,0
57,female,white,regular high school diploma,pennsylvania,"wage/salary, private",4,600,1
26,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,18000,1
33,male,white,master's degree,pennsylvania,"wage/salary, private",52,81500,0
34,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,55000,1
28,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,40000,0
26,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,48000,1
44,male,black/african american/negro,"associate's degree, type not specified",pennsylvania,federal govt employee,52,94000,0
32,female,black/african american/negro,bachelor's degree,pennsylvania,wage/salary at non-profit,52,99000,1
19,female,black/african american/negro,regular high school diploma,pennsylvania,"wage/salary, private",52,1400,1
18,female,black/african american/negro,regular high school diploma,pennsylvania,"self-employed, incorporated",52,2500,1
42,female,white,master's degree,pennsylvania,state govt employee,52,66000,1
48,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,110000,0
50,male,white,master's degree,pennsylvania,"wage/salary, private",52,290000,0
61,female,white,doctoral degree,pennsylvania,"wage/salary, private",52,43000,1
67,male,white,professional degree beyond a bachelor's degree,pennsylvania,"wage/salary, private",52,175400,0
35,male,white,"some college, but less than 1 year",pennsylvania,"self-employed, not incorporated",51,42800,0
34,female,white,bachelor's degree,pennsylvania,wage/salary at non-profit,52,7900,1
64,female,white,ged or alternative credential,pennsylvania,"wage/salary, private",52,19920,1
48,male,white,grade 10,pennsylvania,"wage/salary, private",40,24000,0
49,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,32000,1
24,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",2,930,1
31,male,white,"associate's degree, type not specified",pennsylvania,federal govt employee,52,49400,0
43,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,72000,0
66,female,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,81000,1
21,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,4700,0
62,female,white,ged or alternative credential,pennsylvania,"wage/salary, private",24,37100,1
45,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",26,78600,0
37,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,80000,1
45,female,white,"associate's degree, type not specified",pennsylvania,local govt employee,52,39000,1
44,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,59000,0
59,female,white,"associate's degree, type not specified",pennsylvania,wage/salary at non-profit,52,32320,1
33,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,60000,0
29,female,white,bachelor's degree,pennsylvania,local govt employee,27,10000,1
57,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,64000,0
47,female,white,bachelor's degree,pennsylvania,wage/salary at non-profit,52,42800,1
19,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",17,1700,1
36,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,100100,0
35,female,white,bachelor's degree,pennsylvania,"wage/salary, private",8,480,1
51,female,white,"associate's degree, type not specified",pennsylvania,"self-employed, not incorporated",51,36300,1
57,female,white,regular high school diploma,pennsylvania,wage/salary at non-profit,52,21000,1
57,male,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,30000,0
58,female,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,33000,1
63,male,white,master's degree,pennsylvania,"wage/salary, private",52,250100,0
24,female,white,bachelor's degree,pennsylvania,wage/salary at non-profit,52,24600,1
19,male,white,"1 or more years of college credit, no degree",pennsylvania,wage/salary at non-profit,49,6520,0
57,male,white,ged or alternative credential,pennsylvania,"wage/salary, private",52,75000,0
33,female,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,22000,1
55,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,26000,0
43,female,white,bachelor's degree,pennsylvania,wage/salary at non-profit,25,34500,1
18,female,white,ged or alternative credential,pennsylvania,"wage/salary, private",50,4500,1
21,male,black/african american/negro,ged or alternative credential,pennsylvania,"wage/salary, private",52,20000,0
19,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,12000,1
46,female,white,ged or alternative credential,pennsylvania,"wage/salary, private",26,8000,1
42,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,176000,0
42,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,150000,0
38,male,white,"1 or more years of college credit, no degree",pennsylvania,"self-employed, not incorporated",52,26000,0
37,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,51000,1
49,female,white,regular high school diploma,pennsylvania,federal govt employee,52,60100,1
72,male,white,grade 8,pennsylvania,"wage/salary, private",45,23100,0
73,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,87000,0
60,male,"other race, nec",professional degree beyond a bachelor's degree,pennsylvania,"self-employed, not incorporated",52,386000,0
61,female,"other race, nec",master's degree,pennsylvania,"wage/salary, private",52,60000,1
29,female,"other race, nec",bachelor's degree,pennsylvania,"wage/salary, private",52,55000,1
29,female,"other race, nec",bachelor's degree,pennsylvania,"wage/salary, private",52,21000,1
82,male,white,"1 or more years of college credit, no degree",pennsylvania,wage/salary at non-profit,26,27500,0
65,male,white,doctoral degree,pennsylvania,"self-employed, not incorporated",48,73000,0
61,female,white,master's degree,pennsylvania,"wage/salary, private",52,99000,1
56,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,60000,0
27,female,white,"some college, but less than 1 year",pennsylvania,local govt employee,46,13900,1
74,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,32200,1
65,male,black/african american/negro,regular high school diploma,pennsylvania,"wage/salary, private",52,17100,0
77,male,white,ged or alternative credential,pennsylvania,"wage/salary, private",52,26000,0
50,male,white,master's degree,pennsylvania,local govt employee,52,80000,0
55,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,42000,1
49,male,white,"12th grade, no diploma",pennsylvania,"wage/salary, private",52,50000,0
29,female,other asian or pacific islander,master's degree,pennsylvania,wage/salary at non-profit,52,150000,1
33,male,other asian or pacific islander,bachelor's degree,pennsylvania,"self-employed, not incorporated",52,5000,0
58,male,white,ged or alternative credential,pennsylvania,"wage/salary, private",26,42000,0
65,female,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,46800,1
67,male,white,master's degree,pennsylvania,"self-employed, incorporated",52,114000,0
38,female,white,master's degree,pennsylvania,"wage/salary, private",52,38000,1
37,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,30000,0
64,male,white,"associate's degree, type not specified",pennsylvania,"self-employed, incorporated",52,44000,0
26,male,white,"associate's degree, type not specified",pennsylvania,local govt employee,30,18000,0
22,female,white,bachelor's degree,pennsylvania,"wage/salary, private",30,18000,1
20,male,white,grade 11,pennsylvania,"wage/salary, private",52,12000,0
51,female,white,"1 or more years of college credit, no degree",pennsylvania,"self-employed, not incorporated",52,1000,1
55,male,white,regular high school diploma,pennsylvania,"wage/salary, private",40,22000,0
32,female,white,master's degree,pennsylvania,wage/salary at non-profit,52,70000,1
33,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,30000,0
76,male,white,regular high school diploma,pennsylvania,"wage/salary, private",52,64700,0
50,male,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",52,70000,0
49,female,white,master's degree,pennsylvania,"self-employed, incorporated",52,100000,1
68,female,white,ged or alternative credential,pennsylvania,"wage/salary, private",46,40000,1
27,male,black/african american/negro,regular high school diploma,pennsylvania,"wage/salary, private",52,70000,0
22,male,white,"1 or more years of college credit, no degree",pennsylvania,local govt employee,4,4000,0
37,female,white,master's degree,pennsylvania,"wage/salary, private",52,57000,1
70,female,white,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",24,41300,1
67,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,57100,1
31,female,white,bachelor's degree,pennsylvania,wage/salary at non-profit,52,39000,1
71,male,white,"associate's degree, type not specified",pennsylvania,state govt employee,52,45000,0
69,female,white,"1 or more years of college credit, no degree",pennsylvania,"self-employed, not incorporated",3,22600,1
65,male,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",52,65000,0
26,female,white,doctoral degree,pennsylvania,federal govt employee,52,42000,1
27,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,47000,0
67,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,80200,0
28,male,white,"associate's degree, type not specified",pennsylvania,"wage/salary, private",52,32000,0
26,female,white,"some college, but less than 1 year",pennsylvania,"wage/salary, private",6,1000,1
20,male,black/african american/negro,regular high school diploma,pennsylvania,"wage/salary, private",52,21100,0
20,male,black/african american/negro,ged or alternative credential,pennsylvania,"wage/salary, private",52,12500,0
54,female,black/african american/negro,master's degree,pennsylvania,"wage/salary, private",52,7000,1
57,male,black/african american/negro,regular high school diploma,pennsylvania,"wage/salary, private",52,35000,0
21,male,black/african american/negro,"1 or more years of college credit, no degree",pennsylvania,"wage/salary, private",52,15000,0
34,female,white,bachelor's degree,pennsylvania,"wage/salary, private",52,111600,1
62,male,white,bachelor's degree,pennsylvania,"wage/salary, private",52,280000,0
64,female,white,regular high school diploma,pennsylvania,"wage/salary, private",52,54000,1
